text,label,source
"Meanwhile, the ride na pure wahala although I still dey wait.",negative,v3_mixed
baba god na my joy giver baba talk and do even not talk and do sef join️ his word no dey fail and he too love me too much e choke mi goodly,positive,v3_mixed
sincerely speaking all the cash in my account had gone to their various houses for this lockdown pls help sombori papa ooo pikin dem nor wan hear ngbati ngbati ooo,positive,v3_mixed
"I think, the passport office na pure wahala.",negative,v3_mixed
me and my mama dey one shop o dey wait make rain stop but mess dey worrii want to messsss,negative,v3_mixed
make una dey drop names of these restaurants and city na person fit get girlfriend there so e go fit carry am go anytime e enter,positive,v3_mixed
"Sha, the electricity waste my time and I no get problem again.",negative,v3_mixed
I dey check the tracking number every few hours,neutral,v3_mixed
you still dey wait for my failureyou go wait for eternity mr haters god say our blessings na forever say go fall for our side but e no go reach us,positive,v3_mixed
lol me im still think of how my masters reading will go when i start and your results already giving you phd vibes hain oluwa wetin dey sup na when youre smart youre smart biko,negative,v3_mixed
the guy holding him na werey wey dey disguise,negative,v3_mixed
happy sunday padi,positive,v3_mixed
una don first increase petrol we no talknow nah our small small money una wan still chopkukuma make am naira per transaction idiots,negative,v3_mixed
e tey rain dey beat me like this sir i dont have picture anywhere close was checking all my stupid apps and i found this on badoo,negative,v3_mixed
guy like us no dey look for love na love dey rush the polytechnic ibadan,positive,v3_mixed
"Na true say, the water na correct one and e better pass before.",positive,v3_mixed
im chilling in my balcony collecting fresh breeze this morning e be like say na wetin i go do today be that,positive,v3_mixed
"My guy, the electricity dey sweet me.",positive,v3_mixed
The order open by 9am,neutral,v3_mixed
The price no high and no low; e just dey average.,neutral,negation_contrastive_v6
"My guy, the website too slow because I fit use am every day.",negative,v3_mixed
e dey sweet my belle die,positive,v3_mixed
"Today, the Bolt save my time because people for office smile.",positive,v3_mixed
"Abeg, the restaurant I register yesterday because my family notice am too.",neutral,v3_mixed
abeg make i go sleep my mood don spoil,negative,v3_mixed
"Meanwhile, the package send notification but my family notice am too.",neutral,v3_mixed
where una de see this love,positive,v3_mixed
"For real, the doctor make me lose money.",negative,v3_mixed
abeg where all these money dubblers come from na na so so mr flip cash or mrs flip cash dey follow me which kind nonsense be this na,negative,v3_mixed
na how i take snap am boss e big gan na k even k for some kitchen lidis o,positive,v3_mixed
dem don comot me for groupchat cos i talk good ebening,negative,v3_mixed
people don dey find themselves from twitter oo and that ilorin where everyone knows everyone twitter drama can become real very fast,negative,v3_mixed
"No lie, the cart open by 8am.",neutral,v3_mixed
"My guy, the POS surpass my expectation but people for office smile.",positive,v3_mixed
"No lie, the restaurant waste my time.",negative,v3_mixed
una sef make una let adults spend dem money as dem like o those of una wey be billionaires no dey gree spend am so those wey no get dey teach una how to spend am,negative,v3_mixed
like my guy said this benin na men dey control rain im not even doubting him,neutral,v3_mixed
im broke im broke where una dey see this money its all fun and games until you are piggyvest broke,negative,v3_mixed
"Abeg, the payment I register yesterday although my family notice am too.",neutral,v3_mixed
dj wey wan finish my money for abuja thanks my gee na you make abj sweet ️,neutral,v3_mixed
"Omo, the teacher be under maintenance so my family notice am too.",neutral,v3_mixed
please it is finished if u dey go london abeg if nah like dis make i hang ah go dae comfortable,negative,v3_mixed
cnn this lady has no chill she just dey attack baba like say hin dey apply for visa,negative,v3_mixed
boss i was fasting that day about to break fast before kickoff but i was like make i go watch my match before i get myself better thing to chop bro na after days i chop can testify,negative,v3_mixed
"Chai, the light I go recommend am but dem promise fix am tomorrow.",positive,v3_mixed
"Yesterday, the bill na pure wahala.",negative,v3_mixed
"Omo, the electricity price change small although I no get problem again.",neutral,v3_mixed
"Abeg, the package too slow although I hope e improve soon.",negative,v3_mixed
i hear dem beat una today again una just dy spoil boiz ticket up nd down mke una sha no wear that una jakujaku jersey for street ooo boiz dy vex ooo,negative,v3_mixed
"See ehn, the soup process still dey and I no get problem again.",neutral,v3_mixed
"I think, the soup na correct one but I no get problem again.",positive,v3_mixed
sometimes we dont have a clue of how blessed and favored we are of god lemme rephrase this sometimes we nor know wetin god don do for us heavenly father im grateful for your love,positive,v3_mixed
im convinced maniche reads dictionary everyday cos na wetin i feel like he can already picture your head blown to pieces when he speaks,negative,v3_mixed
"Today, the doctor save my time although I fit use am every day.",positive,v3_mixed
curve your life pieces you no go even show for their snapchat so so food dem go dey snap me sef like foto too nau,negative,v3_mixed
"Honestly, the data bundle customer care no answer.",negative,v3_mixed
man wey sabi wey mean well for im people that man na,positive,v3_mixed
bro so na the abortion be the vex now common na person force her,negative,v3_mixed
"Sha, the platform be under maintenance and dem promise fix am tomorrow.",neutral,v3_mixed
guy i no fit my hand dey told warm water but e be like hot water the cold don mess up all the receptors wey dey my hand,negative,v3_mixed
you de tell me make i buy land for country wey i no even wan de,negative,v3_mixed
"Sha, the Bolt de available now but I no get problem again.",neutral,v3_mixed
aunty abeg take ur good morning back small play na inside gutter u wan put person,negative,v3_mixed
how una dey enjoy warrii believe say una don grab enuf waffi slangs when com sooner than u knw,positive,v3_mixed
today wey i say make i stay house my mama don list like different things wey i go cook,negative,v3_mixed
"Honestly, the teacher too slow although dem promise fix am tomorrow.",negative,v3_mixed
"Honestly, the airtime de available now because dem promise fix am tomorrow.",neutral,v3_mixed
"No lie, the app I register yesterday because people for office smile.",neutral,v3_mixed
"This morning, the soup deserve five stars.",positive,v3_mixed
over proud sef of my belle,positive,v3_mixed
"Excellent app, I go use am again",positive,v3_mixed
the way you take dey talk next de sweet i hope one day e go reach my turn,positive,v3_mixed
i suppose buy popcorn as per na movie i wan watch this night,positive,v3_mixed
"Sha, the meter work well well.",positive,v3_mixed
"No lie, the lecture frustrate me and everything smooth.",negative,v3_mixed
las las obi cubana no get female friend wey dey spray money all of them just fold hands dey do like fowl,negative,v3_mixed
i dey suspect say dis man don get belle cos any small opportunity he gets like dis na so so sleep,negative,v3_mixed
all these things na dey cause rape,negative,v3_mixed
we go run am e don wey i kuku go village sef,positive,v3_mixed
how i go sleep this night like this wetin i find come twitter weldone o‍‍‍,negative,v3_mixed
"Omo, the rice deserve five stars.",positive,v3_mixed
u dey call urself young ceo and u dey dm say u need my help for kogun go kill ur papa why u no go read about world famous business men how dem dey request loans from bank do business,negative,v3_mixed
shior yeye dey smell for una yansh drama go soon start just wait n see mr davidos boy,negative,v3_mixed
na the work wey we dey do glad youre thrilled,positive,v3_mixed
really would love to get sister locs but im too broke like way too broke for that i shouldnt even be thinking about it k don comot from my account already just thinking about sister locs,neutral,v3_mixed
some people really dont like footballnotice dat gal wey just dey sleep by d side,negative,v3_mixed
omo dem dey slap am on top e own proposal oh med must be an edo girl,negative,v3_mixed
I no happy with the data speed today.,negative,negation_contrastive_v6
I no like this price.,negative,targeted_negation_v7
spurs don dey find their level,positive,v3_mixed
all my friends don get peaches for georgiae con be like sey na only me no serious with my life,negative,v3_mixed
"For real, the platform dey sweet me so I still dey wait.",positive,v3_mixed
ah abeg abeg abeg i no like to dey deceive myself my own work na to stan,negative,v3_mixed
so weve added a jonzin jam on abeg tag one artist yall want me to put on dis joint coz e be like say dis my rap no bad oo sdb headquarters,positive,v3_mixed
"Chai, the POS dey sweet me because I hope e improve soon.",positive,v3_mixed
